run_id,generation,best_fitness,avg_fitness,cumulative_ul_nfe,cumulative_ll_nfe
1,0,282.3386253078165,200,200,210000
1,1,282.3386253078165,300,300,315000
1,2,282.3386253078165,400,400,420000
1,3,282.3386253078165,500,500,525000
1,4,282.3386253078165,600,600,630000
1,5,263.06625461861574,700,700,735000
1,6,263.06625461861574,800,800,840000
1,7,263.06625461861574,900,900,945000
1,8,263.06625461861574,1000,1000,1050000
1,9,263.06625461861574,1100,1100,1155000
1,10,263.06625461861574,1200,1200,1260000
1,11,263.06625461861574,1300,1300,1365000
1,12,263.06625461861574,1400,1400,1470000
1,13,263.06625461861574,1500,1500,1575000
1,14,263.06625461861574,1600,1600,1680000
1,15,263.06625461861574,1700,1700,1785000
1,16,263.06625461861574,1800,1800,1890000
1,17,263.06625461861574,1900,1900,1995000
1,18,263.06625461861574,2000,2000,2100000
1,19,263.06625461861574,2100,2100,2205000
1,20,263.06625461861574,2200,2200,2310000
1,21,263.06625461861574,2300,2300,2415000
1,22,263.06625461861574,2400,2400,2520000
1,23,263.06625461861574,2500,2500,2625000
1,24,263.06625461861574,2600,2600,2730000
1,25,263.06625461861574,2700,2700,2835000
1,26,263.06625461861574,2800,2800,2940000
1,27,263.06625461861574,2900,2900,3045000
1,28,263.06625461861574,3000,3000,3150000
1,29,263.06625461861574,3100,3100,3255000
1,30,263.06625461861574,3200,3200,3360000
1,31,263.06625461861574,3300,3300,3465000
1,32,263.06625461861574,3400,3400,3570000
1,33,263.06625461861574,3500,3500,3675000
1,34,263.06625461861574,3600,3600,3780000
1,35,263.06625461861574,3700,3700,3885000
1,36,263.06625461861574,3800,3800,3990000
1,37,263.06625461861574,3900,3900,4095000
1,38,263.06625461861574,4000,4000,4200000
1,39,263.06625461861574,4100,4100,4305000
1,40,263.06625461861574,4200,4200,4410000
1,41,263.06625461861574,4300,4300,4515000
1,42,263.06625461861574,4400,4400,4620000
1,43,263.06625461861574,4500,4500,4725000
1,44,263.06625461861574,4600,4600,4830000
1,45,263.06625461861574,4700,4700,4935000
1,46,263.06625461861574,4800,4800,5040000
1,47,260.8080833374762,4900,4900,5145000
1,48,260.8080833374762,5000,5000,5250000
1,49,260.8080833374762,5100,5100,5355000
