run_id,generation,best_fitness,avg_fitness,cumulative_ul_nfe,cumulative_ll_nfe
1,0,-819166.605993731,100,100,2750
1,1,-819981.2321195459,150,150,3000
1,2,-818971.9447841904,200,200,3250
1,3,-819996.4918312889,250,250,3500
1,4,-818979.2200314376,300,300,3750
1,5,-820016.773829111,350,350,4000
1,6,-23099.908025354944,400,400,4250
1,7,-820013.9529710787,450,450,4500
1,8,-23101.422788122378,500,500,4750
1,9,-820018.6346125538,550,550,5000
1,10,-23103.149543068317,600,600,5250
1,11,-820023.6559182558,650,650,5500
1,12,-23103.9079973485,700,700,5750
1,13,-820024.1803194848,750,750,6000
1,14,-23106.229466159042,800,800,6250
1,15,-820023.7511422513,850,850,6500
1,16,-23107.44340290386,900,900,6750
1,17,-820022.1944199095,950,950,7000
1,18,-23105.71272353784,1000,1000,7250
1,19,-820030.1247304205,1050,1050,7500
1,20,-23111.252416406587,1100,1100,7750
1,21,-820025.1752070799,1150,1150,8000
1,22,-23110.894915814173,1200,1200,8250
1,23,-820029.0943280673,1250,1250,8500
1,24,-23113.265889768998,1300,1300,8750
1,25,-820030.9681519661,1350,1350,9000
1,26,-23113.788092738414,1400,1400,9250
1,27,-820036.9043895212,1450,1450,9500
1,28,-23116.999242595826,1500,1500,9750
1,29,-820035.197934364,1550,1550,10000
1,30,-23123.00143139817,1600,1600,10250
1,31,-820036.4786531781,1650,1650,10500
1,32,-23126.152763607162,1700,1700,10750
1,33,-820045.5203611127,1750,1750,11000
1,34,-23128.81909431454,1800,1800,11250
1,35,-820045.3954249689,1850,1850,11500
1,36,-23128.88959336979,1900,1900,11750
1,37,-820045.0001112989,1950,1950,12000
1,38,-23131.181129325014,2000,2000,12250
1,39,-820050.193827677,2050,2050,12500
1,40,-23130.931953231702,2100,2100,12750
1,41,-820049.66080201,2150,2150,13000
1,42,-23132.50093021008,2200,2200,13250
1,43,-820053.0636108429,2250,2250,13500
1,44,-23134.549759298454,2300,2300,13750
1,45,-820051.7220189754,2350,2350,14000
1,46,-23134.731410776185,2400,2400,14250
1,47,-820053.2782099964,2450,2450,14500
1,48,-23134.938024427913,2500,2500,14750
1,49,-820054.165190644,2550,2550,15000
