run_id,generation,best_fitness,avg_fitness,cumulative_ul_nfe,cumulative_ll_nfe
1,0,-0.1646211161219664,100,100,66300
1,1,-29.920422885470167,200,200,66300
1,2,-29.457378381094244,300,300,66300
1,3,-28.77743690617694,400,400,66300
1,4,-27.901057266189667,500,500,66300
1,5,-27.901057266189667,600,600,67600
1,6,-27.901057266189667,700,700,67600
1,7,-27.901057266189667,800,800,67600
1,8,-27.901057266189667,900,900,67600
1,9,-27.901057266189667,1000,1000,67600
1,10,-27.901057266189667,1100,1100,68900
1,11,-27.901057266189667,1200,1200,68900
1,12,-27.901057266189667,1300,1300,68900
1,13,-27.901057266189667,1400,1400,68900
1,14,-27.901057266189667,1500,1500,68900
1,15,-27.901057266189667,1600,1600,70200
1,16,-27.901057266189667,1700,1700,70200
1,17,-27.901057266189667,1800,1800,70200
1,18,-27.901057266189667,1900,1900,70200
1,19,-27.901057266189667,2000,2000,70200
1,20,-27.901057266189667,2100,2100,71500
1,21,-27.901057266189667,2200,2200,71500
1,22,-27.901057266189667,2300,2300,71500
1,23,-27.901057266189667,2400,2400,71500
1,24,-27.901057266189667,2500,2500,71500
1,25,-27.901057266189667,2600,2600,72800
1,26,-27.901057266189667,2700,2700,72800
1,27,-27.901057266189667,2800,2800,72800
1,28,-27.901057266189667,2900,2900,72800
1,29,-27.901057266189667,3000,3000,72800
1,30,-27.901057266189667,3100,3100,74100
1,31,-27.901057266189667,3200,3200,74100
1,32,-27.901057266189667,3300,3300,74100
1,33,-27.901057266189667,3400,3400,74100
1,34,-27.901057266189667,3500,3500,74100
1,35,-27.901057266189667,3600,3600,75400
1,36,-27.901057266189667,3700,3700,75400
1,37,-27.901057266189667,3800,3800,75400
1,38,-27.901057266189667,3900,3900,75400
1,39,-27.901057266189667,4000,4000,75400
1,40,-27.901057266189667,4100,4100,76700
1,41,-27.901057266189667,4200,4200,76700
1,42,-27.901057266189667,4300,4300,76700
1,43,-27.901057266189667,4400,4400,76700
1,44,-27.901057266189667,4500,4500,76700
1,45,-27.901057266189667,4600,4600,78000
1,46,-27.901057266189667,4700,4700,78000
1,47,-27.901057266189667,4800,4800,78000
1,48,-27.901057266189667,4900,4900,78000
1,49,-27.901057266189667,5000,5000,78000
