run_id,generation,best_fitness,avg_fitness,cumulative_ul_nfe,cumulative_ll_nfe
1,0,2.807847054145871,-25.568908147136757,0,16380
1,1,2.807847054145871,-253.04907204778863,0,17160
1,2,2.807847054145871,-284.9601662545842,0,17940
1,3,2.807847054145871,-408.82891573984705,0,18720
1,4,2.807847054145871,-354.45939996574737,0,19500
1,5,2.807847054145871,-195.41419788611765,0,20280
1,6,2.807847054145871,-674.4774772085626,0,21060
1,7,2.807847054145871,-638.7089318799692,0,21840
1,8,2.807847054145871,-546.1073610761509,0,22620
1,9,2.807847054145871,-622.1498250532668,0,23400
1,10,2.807847054145871,-590.9945246855511,0,24180
1,11,2.807847054145871,-439.78708327092943,0,24960
1,12,0.8924758678457785,-300.58754197310077,0,25740
1,13,0.8924758678457785,-663.4855005181973,0,26520
1,14,0.8924758678457785,-845.8620140698205,0,27300
1,15,0.8924758678457785,-762.1090364944816,0,28080
1,16,0.8924758678457785,-642.727466273402,0,28860
1,17,0.8924758678457785,-662.7209258325602,0,29640
1,18,0.8924758678457785,-551.6102516688413,0,30420
1,19,0.8924758678457785,-664.5593387186912,0,31200
1,20,0.8924758678457785,-789.0488257548814,0,31980
1,21,0.8924758678457785,-742.8458736431603,0,32760
1,22,0.8924758678457785,-693.5484961518667,0,33540
1,23,0.8924758678457785,-626.1972878906487,0,34320
1,24,0.8924758678457785,-887.1189625311902,0,35100
1,25,0.8924758678457785,-810.114250345891,0,35880
1,26,0.8924758678457785,-735.1420272117035,0,36660
1,27,0.8924758678457785,-721.738528837702,0,37440
1,28,0.8924758678457785,-880.0115884027962,0,38220
1,29,0.8924758678457785,-940.1513668502777,0,39000
1,30,0.8924758678457785,-848.44974995588,0,39780
1,31,0.8924758678457785,-732.2998322565588,0,40560
1,32,0.8924758678457785,-803.1677699164054,0,41340
1,33,0.8924758678457785,-794.1076536243714,0,42120
1,34,0.8924758678457785,-755.9650496027839,0,42900
1,35,0.8924758678457785,-700.2275850457256,0,43680
1,36,0.8924758678457785,-805.2913946010144,0,44460
1,37,0.8924758678457785,-771.0257506881645,0,45240
1,38,0.8924758678457785,-725.4650052170132,0,46020
1,39,0.8924758678457785,-670.1511088022947,0,46800
1,40,0.8924758678457785,-653.7944287957439,0,47580
1,41,0.8924758678457785,-619.8423657683187,0,48360
1,42,0.8924758678457785,-576.7692777343372,0,49140
1,43,0.8924758678457785,-566.857300584416,0,49920
1,44,0.8924758678457785,-544.3456410772274,0,50700
1,45,0.8924758678457785,-516.9152357830362,0,51480
1,46,0.8924758678457785,-557.4547852645866,0,52260
1,47,0.8924758678457785,-535.8966625477607,0,53040
1,48,0.8924758678457785,-535.6784602860248,0,53820
1,49,0.8924758678457785,-559.0977044769361,0,54600
